EMG,english,Functional Name,Image URL,Short Marketing Text,USP,Colors,Pack Sizes,Safety,Utilizare,Preg?tirea suprafe?elor,Preg?tirea produsului,Aplicare,Uscare,Depozitare,Consumption,Yield,Recommended System,Marketing Text,TDS (PDF),Other Documents,Source URL
,OSKAR Aqua Matt,OSKAR Aqua Matt,https://www.oskarvopsea.ro/kentico/getmedia/d61eab11-b5aa-4993-aa61-587c9b43067e/OKR080_Aqua-Matt-generica.png,"Email pe baza de ap? pentru decorarea suprafetelor din metal, lemn sau zid?rie","Uscare rapid?
Email pe baz? de ap?, f?r? miros
Aspect mat, catifelat","ALB murdar nordic, ALB murdar vintage, ALB pur contemporan, ALBASTRU acvatic, ALBASTRU baby blue, CAFENIU distins, RO?U pasional, ORANGE glamour, ROZ pudrat, VERDE exotic, TURCOAZ couture, GALBEN pret-a-porter, GRI creativ, MARO eclectic, OCRU unicat, FUCHSIA chic, NEGRU minimalist, GRI Urban, GRI Scandinav, CREM Elegant, BRUN Puternic, MARO Classic, VI?INIU Vibrant, VERDE Fresh","alb ?i colorat: 0.6L, 2.5L baz? TR: 2.5L",,"Email acrilic, rezistent la intemperii ce poate fi folosit pentru decorarea ?i protejarea suprafe?elor exterioare ?i interioare din: lemn (ferestre, u?i, jaluzele din lemn, mobilier de gradin?, alte elemente din lemn), metal (?evi, calorifere) ?i zid?rie.","Suprafe?ele metalice: se cur??? suprafa?a de rugin?/vopsea decojit? prin periere, ?lefuire sau sablare, se degreseaz? cu Diluant Danke! si se protejeaz? cu Danke! Grund Metal.
Suprafe?ele din lemn: se ?lefuie?te suprafa?a, se cur??? de praf ?i se grunduie?te cu OSKAR Grund Lemn.
Suprafe?ele din zid?rie: se cur??? suprafa?a de praf ?i se grunduie?te cu OSKAR Amors?.","Inainte de utilizare, omogeniza?i foarte bine produsul. Produsul se poate dilua cu ap? 5-10%.","Se recomand? aplicarea vopselei cu pensula, rola sau pistolul. Pentru pulverizarea airless se va aplica nediluat.
Se aplic? în 2-3 straturi, în func?ie de natura suportului ?i de modul de preg?tire a acestuia.
Se va aplica la o temperatur? cuprins? între 10°-30°C, umiditate suport (lemn sau zid?rie): maxim 12%.  Nu se va aplica în condi?ii de expunere direct? a suportului, la radia?ii solare, vânt, ploaie ?i cea??.
Consumul variaz? in func?ie de culoarea produsului, de natura suportului, rugozitatea, gradul de absorbabilitate al acestuia ?i modul de aplicare.",2-4 ore - uscare rapid? la atingere (în func?ie de temperatur? si grosimea de strat). Al doilea strat se aplic? dup? uscarea primului strat (minim 6 ore).,"La temperaturi cuprinse între +5° si +30°C, ferit de razele directe ale soarelui, în recipiente bine închise. Risc de depreciere prin înghe?.",0.1 L/m²/strat,10 m²/L/strat,"1 strat de amorsare în func?ie de stratul suport;
2-3 straturi finisaj OSKAR Aqua Matt","Este un email pe baz? de ap?, f?r? miros, ideal pentru utilizare la interior sau în zone cu aerisire precar?;
Gama de culori special aleas? din ultimele tendin?e în materie de culoare, pentru accentuarea obiectelor de decora?iune dintr-o cas? modern?, decorat? cu stil: rame tablouri, scaune, mese, u?i, calorifere, mobilier gr?din?, diverse alte obiecte de decora?iune, care astfel decorate confer? o pat? de culoare în cadrul unui interior modern;
Aspect mat, catifelat, foarte c?utat ?i la mod?, fiind considerat mai elegant decât culorile lucioase;
Capacele sunt vopsite în culoarea real? a produsului, ajutând astfel la o vizualizare cât mai bun? a culorii, înc? de la raft.",OSKAR Aqua Matt: https://www.oskarvopsea.ro/kentico/getmedia/72584ece-77f5-4b6c-8825-c42a4ece1489/OSKAR-Aqua-Matt.pdf?ext=.pdf,"AVIZ 1: https://www.oskarvopsea.ro/kentico/getmedia/e1f293ec-a57a-4625-9993-660624cdd016/9-OSKAR-Aqua-Matt-13-culori_aviz-2020.pdf?ext=.pdf
AVIZ 2: https://www.oskarvopsea.ro/kentico/getmedia/1a0fce97-1a9e-4499-b198-65cd627d2703/9-OSKAR-Aqua-Matt-Cafeniu-Distins-si-Maro-Eclectic_aviz-2020.pdf?ext=.pdf",https://www.oskarvopsea.ro/ro-ro/products/OSKAR-Aqua-Matt
,OSKAR Aqua Gloss,OSKAR Aqua Lucios,https://www.oskarvopsea.ro/kentico/getmedia/44b62568-24eb-4b29-ae1c-e09c45965448/OKR080_Aqua-Lucios-generica.png,"Email pe baza de ap? pentru decorarea suprafe?elor din metal, lemn sau zid?rie","Uscare rapid?
Email pe baz? de ap?, f?r? miros
Aspect lucios, elegant","BEJ Confort, CREM Diafan, GRI Grafit, MARO Sangria, RO?U Spirit, VI?INIU Picant, MARO Nomad, GRI Nordic, NEGRU Accent, GALBEN Impuls, ALB Pur, MARO Terra, VERDE Organic, ALBASTRU Marin","alb ?i colorat: 0.6L, 2.5L baz? TR: 2.5L",,"Email acrilic, rezistent la intemperii ce poate fi folosit pentru decorarea ?i protejarea suprafe?elor exterioare ?i interioare din: lemn (ferestre, u?i, jaluzele din lemn, mobilier de gr?din?, alte elemente din lemn), metal (?evi, calorifere) ?i zid?rie.","Suprafe?ele metalice: se cur??? suprafa?a de rugin?/vopsea decojit? prin periere, ?lefuire sau sablare, se degreseaz? cu Diluant Deutek! si se protejeaz? cu Danke! Grund Metal.
Suprafe?ele din lemn: se ?lefuie?te suprafa?a, se cur??? de praf ?i se grunduie?te cu OSKAR Grund Lemn.
Suprafe?ele din zid?rie: se cur??? suprafa?a de praf ?i se grunduie?te cu OSKAR Amors?.","Inainte de utilizare, omogeniza?i foarte bine produsul. Produsul se poate dilua cu ap? 5-10%.","Se recomand? aplicarea vopselei cu pensula, rola sau pistolul. Pentru pulverizarea airless se va aplica nediluat.
Se aplic? în 2-3 straturi, în func?ie de natura suportului ?i de modul de preg?tire a acestuia.
Se va aplica la o temperatur? cuprins? între 10°-30°C, umiditate suport (lemn sau zid?rie): maxim 12%.  Nu se va aplica în condi?ii de expunere direct? a suportului, la radia?ii solare, vânt, ploaie ?i cea??.
Consumul variaz? in func?ie de culoarea produsului, de natura suportului, rugozitatea, gradul de absorbabilitate al acestuia ?i modul de aplicare.",2-4 ore - uscare rapid? la atingere (în func?ie de temperatur? si grosimea de strat). Al doilea strat se aplic? dup? uscarea primului strat (minim 6 ore).,"La temperaturi cuprinse între +5° si +35°C, ferit de razele directe ale soarelui, în recipiente bine închise. Risc de depreciere prin înghe?.",0.1 - 0.83 L/m²/strat,10 - 12 m²/L/strat,"1 strat Grund Lemn Ap?;
1-2 straturi OSKAR Aqua Lucios","Este un email pe baz? de ap?, f?r? miros, ideal atat pentru utilizare la interior cât si la exterior;
Gama de culori variat? raspunde la marea majoritate a nevoilor de decorare: rame tablouri, scaune, mese, u?i, calorifere, mobilier gr?din?, garduri, pergole, diverse alte obiecte din lemn sau metal de la interior sau exterior;
Confera obiectelor decorate un aspect lucios, elegant;
Capacele sunt vopsite în culoarea real? a produsului, ajutând astfel la o vizualizare cât mai bun? a culorii, înc? de la raft.",OSKAR Aqua Lucios: https://www.oskarvopsea.ro/kentico/getmedia/5b88ef4e-f5ac-41f1-ba4e-298b605815a8/OSKAR-Aqua-Lucios.pdf?ext=.pdf,AVIZ: https://www.oskarvopsea.ro/kentico/getmedia/91c686d6-1f42-4168-a213-54aa71eac2d4/8-OSKAR-Aqua-Lucios_aviz-2020.pdf?ext=.pdf,https://www.oskarvopsea.ro/ro-ro/products/OSKAR-Aqua-Lucios
,OSKAR Radiator,OSKAR Radiator,https://www.oskarvopsea.ro/kentico/getmedia/f2b250d0-9d64-483f-bfae-e437f6146265/31-Oskar-Radiator.png,"Email pe baza de ap? pentru calorifere ?i corpuri de înc?lzit, cu rezisten?? sporit? la temperaturi ridicate","Nu miroase
Uscare rapid?
Aspect mat, pe baz? de ap?
Nu se îng?lbene?te în timp",,0.5L,,"Pentru decorarea ?i protejarea suprafe?elor metalice înc?lzite precum: calorifere, corpuri de înc?lzit, boilere ?i ?evi de ap? cald?, a caror temperatur? poate atinge max. 80°C.","Înainte de aplicarea vopselei, asigura?i-v? c? suprafa?a de aplicare este curat?, uscat? si degresat?.
Suprafe?ele vechi, deja vopsite anterior, se ?lefuiesc, se cur??? de praf ?i se astup? eventualele fisuri ?i denivel?ri prin chituire.",,"Se recomand? aplicarea vopselei cu ajutorul unei pensule, role sau pistol.
Amesteca?i bine înainte de utilizare. Se recomand? aplicarea în 2-3 straturi. Produsul se dilueaz? cu ap?. Pentru pulverizarea airless se va aplica nediluat.
Se va lucra la temperaturi cuprinse între 10°-25°C.
Consumul variaz? în func?ie de natura suportului, rugozitatea ?i gradul de absorbabilitate al acestuia.",Rezisten?? la atingere cu mâna: dup? cca. 4-5 ore. Al doilea strat se poate aplica dup? 6 ore. Uscare la manipulare: 24 h.,"La temperaturi cuprinse între +5° ?i +30° Celsius, ferit de razele directe ale soarelui, în recipiente bine închise.",0.1 L/m²/strat,10 m²/L/strat,"1 strat Danke! Grund Metal;
1-2 straturi finisaj OSKAR RADIATOR","Este un produs special, rezistent la temperaturi ridicate, destinat decor?rii suprafe?elor metalice înc?lzite precum: calorifere, corpuri de înc?lzit, ?evi de ap? cald?, boilere, capacele boilerelor, etc;
Produsul aplicat este rezistent la temperaturi de pân? la 80°C;
Este un email pe baz? de ap?, deci nu miroase nici în timpul aplic?rii ?i nici în momentul în care corpurile se înc?lzesc. În plus, albul r?mâne alb pe termen îndelungat, spre deosebire de emailurile alchidice care, în timp, se îng?lbenesc;
Produsul final aplicat are un aspect mat, catifelat care confer? prospe?ime ?i elegan?? suprafe?elor decorate.",OSKAR Direct pe Radiator: https://www.oskarvopsea.ro/kentico/getmedia/3d246db9-0694-4a38-a4b1-ce02f7377d46/OSKAR-Radiator.pdf?ext=.pdf,,https://www.oskarvopsea.ro/ro-ro/products/OSKAR-Radiator
,OSKAR Direct on Tiles,OSKAR direct pe Faian??,https://www.oskarvopsea.ro/kentico/getmedia/93198c65-f457-4b16-a7d3-be5bc7f8c279/32-Oskar-Faianta.png,"Vopsea pe baza de ap? destinata decor?rii pl?cilor ceramice din buc?t?rii, b?i sau zone de tranzit","U?or de aplicat
Diluabil cu ap?
Rezisten?? la detergen?ii uzuali neutri","Pearl, Opal, Emerald, Topaz, Coral, Amber",0.6L,,"Pentru decorarea suprafe?elor interioare din pl?ci ceramice/faian??. Vopseaua nu se utilizeaz? pe: placi din piatr? natural?, placi care au fost tratate cu solu?ii hidroizolante ?i hidrofobe, pl?ci aplicate pe pardoseal? (gresie), pl?ci aflate sub nivelul apei (ex: piscine). A nu se utiliza substan?e sau obiecte abrazive pentru cur??area suprafe?elor decorate cu vopsea. Produsul este recomandat pentru uzul casnic din gospod?riile private, nu pentru hoteluri, piscine sau alte spa?ii publice.",,,"Se recomand? aplicarea vopselei cu ajutorul unei pensule, role sau pistol.
Amesteca?i bine înainte de utilizare.
Vopseaua se aplic? în 2-3 straturi, primul strat diluat cu max. 5% ap? ?i al doilea nediluat.
Se va lucra la temperaturi cuprinse între 10-25°C.",Rezisten?? la atingere cu mâna: dupa cca. 4-5 ore. Al doilea strat se poate aplica dup? 6 ore. Uscare la manipulare si expunere la ap?: 24 h.,"La temperaturi cuprinse între +5° ?i +30°C, ferit de razele directe ale soarelui, în recipiente bine închise. Risc de depreciere prin înghe?.",0.1L/m²/strat,10 m²/L/strat,2-3 straturi OSKAR direct pe Faian??,"Este un produs special, destinat decor?rii pl?cilor ceramice din buc?t?rii, b?i sau zone de tranzit, ideal pentru a improspata economic si rapid aspectul demodat al faian?ei;
Este rezistent la umezeala, aspect foarte important avand în vedere faptul c? acesta se adreseaz? în special b?ilor ?i buc?t?riilor;
Se aplic? u?or, având aderen?? ?i acoperire excelente;
Se usuc? rapid;
Este rezistent la detergen?i uzuali neutri;
Gama de culori special aleas? din cele mai vandabile nuante utilizate pentru faianta.",OSKAR direct pe Faian??: https://www.oskarvopsea.ro/kentico/getmedia/c4f102c7-ff7d-4daa-bae1-222118444c8d/OSKAR-Direct-pe-Faianta.pdf?ext=.pdf,AVIZ: https://www.oskarvopsea.ro/kentico/getmedia/ffd471bf-735e-4d4c-993b-f25ec3bfe699/10-Raport-incinte-alimentare_Oskar-direct-pe-faitanta.pdf?ext=.pdf,https://www.oskarvopsea.ro/ro-ro/products/OSKAR-direct-pe-Faianta
,OSKAR Direct on Melamine,OSKAR direct pe Melamin?,https://www.oskarvopsea.ro/kentico/getmedia/478b29af-3bd3-4c53-afc4-dfe966bc540b/33-Oskar-Melamina.png,Vopsea pe baz? de ap? destinat? decor?rii suprafe?elor melaminate ?i din plastic,"U?or de aplicat
Diluabil cu ap?
Rezisten?? la detergen?ii uzuali neutri","Cocos, Sangria, Silver, Tiramisu, Vanilia, Caramel, Dark Chocolate",0.6L,,"Pentru decorarea obiectelor interioare din MDF si PAL melaminat precum: fronturi ?i sertare, rafturi, alte corpuri de mobilier, dar ?i a celor din plastic precum: ferestre termopane, glafuri, ?evi PVC etc. A nu se utiliza substan?e sau obiecte abrazive pentru cur??area suprafe?elor decorate cu vopsea. Vopseaua esterecomandat? pentru uzul casnic din gospod?riile private.","Înainte de aplicarea vopselei, asigura?i-v? c? suprafa?a de aplicare este curat?, uscat?, f?r? praf, gr?sime sau rugin?.
Suprafa?a de aplicat se ?lefuie?te cu o hârtie abraziv? foarte fin? (granula?ie 180-200), dup? care se înl?tur? praful cu o cârp? uscat?.",,"Se recomand? aplicarea vopselei cu ajutorul unei pensule, role sau pistol.
Amesteca?i bine înainte de utilizare.
Vopseaua se aplic? in 2-3 straturi, primul strat diluat cu max. 5% ap? si al doilea nediluat.
Se va lucra la temperaturi cuprinse între 10-25°C.",Rezisten?? la atingere cu mâna: dup? cca. 4-5 ore. Al doilea strat se poate aplica dup? 6 ore. Uscare la manipulare: 24 h. Produsul atinge duritatea maxima dup? 3 zile.,"La temperaturi cuprinse între +5° ?i +30°C, ferit de razele directe ale soarelui, în recipiente bine închise. Risc de depreciere prin înghe?.",0.1L/m²/strat,10m2/L/strat,2-3 straturi OSKAR direct pe Melamin?,"Este un produs special, creat pentru aplicarea pe mobilier MDF, pal melaminat, termopan ?i tevi PVC;
Se aplic? u?or, având aderen?? ?i acoperire excelente;
Se usuc? rapid;
Este rezistent la detergen?i uzuali neutri;
Este gata de aplicat;
Gama de culori special aleas? din cele mai vandabile nuan?e utilizate în designul interior.",OSKAR direct pe Melamin?: https://www.oskarvopsea.ro/kentico/getmedia/82b4e7c5-790b-4a0d-859f-8f5040e06442/OSKAR-Melaminat-Plastic.pdf?ext=.pdf,,https://www.oskarvopsea.ro/ro-ro/products/OSKAR-direct-pe-Melamina
,OSKAR Multimetal,OSKAR Multimetal,"https://www.oskarvopsea.ro/kentico/getmedia/f8ac242a-7f5e-4d9c-b0a8-c71b46841235/OSKAR-MULTIMETAL-EMAIL-0,75L-GENERIC-(1).png",Email 3in1 pe baz? de ap? pentru multi-metal,"Rezisten?? la coroziune
Nu necesit? grunduire
Uscare rapid?","GRI DESCHIS, MARO CIOCOLATIU, MARO RO?CAT, NEGRU","0.75L, 2.5L",,,,,"Produsul se omogenizeaz? foarte bine înainte de utilizare. Nu se dilueaz?!
Se recomand? aplicarea vopselei cu ajutorul unei pensule, role sau pistol. Se aplic? în 2-3 straturi la intervale de 4 ore (la 20°C).",Rezisten?? la atingere cu mâna: dup? cca. 2 ore. Al doilea strat se aplic? dup? 4 ore. Uscare la manipulare: 4 de ore.,"La temperaturi cuprinse între +5° si +35°C, ferit de razele directe ale soarelui ?i de înghe?, în recipiente bine închise.",0.1 L/m²/strat,10 m²/L/strat,,,OSKAR Multimetal: https://www.oskarvopsea.ro/kentico/getmedia/4da5fd3f-845a-4c26-a6da-a94e703ba1b9/OSKAR-Direct-pe-Multimetal.pdf?ext=.pdf,,https://www.oskarvopsea.ro/ro-ro/products/OSKAR-Multimetal
,OSKAR Diamond Gloss,OSKAR Diamond Gloss,https://www.oskarvopsea.ro/kentico/getmedia/9aaed717-519c-4dff-9231-2df53fccfcad/OSKAR-DIAMOND-GLOSS-ALB-RAL-9010-400ML_1.png,Vopsea spray super lucioas?,"Super lucios
Rezisten?? în timp
Aspect neted, ca nou
Uscare rapid?: 5-10 minute","ALB Lucios, NEGRU Lucios, GRI Granit, MARO Ciocolatiu, MARO Deschis, ALBASTRU Intens, GALBEN Solar, RO?U Aprins, RO?U Vi?iniu, VERDE Închis",0.4L,,"Email acrilic, extra durabil, destinat decor?rii ?i protej?rii suprafe?elor exterioare ?i interioare din lemn, metal sau ceramic?.","Suprafe?ele metalice: se cur??? de rugin?/vopsea decojit? prin periere, ?lefuire sau sablare ?i se degreseaz? cu diluant PPG.
Suprafe?ele din lemn nou: se ?lefuiesc, se cur??? de praf ?i se grunduiesc cu OSKAR Grund pentru Lemn.",,"Înainte de utilizare, agita?i bine tubul de spray (cca 3 min) ?i efectua?i o prob? de aplicare pe o suprafa?? de testare. Începe?i pulverizarea în afara obiectului ?i termina?i-o tot în afara acestuia.
Spraya?i cu vitez? constant?, ?inând tubul la cca 15-20 cm distan?? ?i paralel fa?? de suprafa?a suport. Pentru o acoperire complet? ?i omogen?, aplica?i vopseaua în straturi sub?iri, cât mai uniform, astfel încât zonele aplicate s? se intersecteze/suprapun?.
Agita?i tubul dup? aplicarea fiec?rui strat.
La final, pentru cur??irea capului de pulverizare, r?sturna?i tubul ?i continua?i pulverizarea pân? ce se elimin? doar gazul propulsor curat. Nu con?ine freoni.","5-10 minute uscare rapid? la atingere (timpul de uscare depinde de temperatura mediului, de umiditatea aerului ?i de grosimea stratului aplicat).","La temperaturi cuprinse între 5°-35°C, ferit de razele directe ale soarelui, radia?ii ?i electricitate în recipiente bine închise.",133 ml/m²/strat,3 m²/400ml/strat,"1 strat OSKAR Grund Lemn (pentru suprafe?ele din lemn)
2-3 straturi finisaj OSKAR Diamond Gloss",,OSKAR Spray Diamond Gloss: https://www.oskarvopsea.ro/kentico/getmedia/5a304291-1871-4b33-9710-f18b0c5a13b4/Oskar-Diamond-Gloss-spray_1.pdf?ext=.pdf,,https://www.oskarvopsea.ro/ro-ro/products/OSKAR-Diamond-Gloss
,OSKAR Super Matt,OSKAR Super Matt,https://www.oskarvopsea.ro/kentico/getmedia/28582731-4145-4040-a7ea-5ccfdd0dfb5a/OSKAR-SUPER-MATT-ALB-RAL-9010-400ML_1.png,Vopsea spray super mat?,"Super mat
Rezisten?? în timp
Aspect neted, ca nou
Uscare rapid?: 5-10 minute","ALB Mat, NEGRU Mat",0.4L,,"Email acrilic, extra durabil, destinat decor?rii ?i protej?rii suprafe?elor exterioare ?i interioare din lemn, metal sau ceramic?.","Suprafe?ele metalice: se cur??? de rugin?/vopsea decojit? prin periere, ?lefuire sau sablare ?i se degreseaz? cu diluant PPG.
Suprafe?ele din lemn nou: se ?lefuiesc, se cur??? de praf ?i se grunduiesc cu OSKAR Grund pentru Lemn.",,"Înainte de utilizare, agita?i bine tubul de spray (cca 3 min) ?i efectua?i o prob? de aplicare pe o suprafa?? de testare. Începe?i pulverizarea în afara obiectului ?i termina?i-o tot în afara acestuia.
Spraya?i cu vitez? constant?, ?inând tubul la cca 15-20 cm distan?? ?i paralel fa?? de suprafa?a suport. Pentru o acoperire complet? ?i omogen?, aplica?i vopseaua în straturi sub?iri, cât mai uniform, astfel încât zonele aplicate s? se intersecteze/suprapun?.
Agita?i tubul dup? aplicarea fiec?rui strat.
La final, pentru cur??irea capului de pulverizare, r?sturna?i tubul ?i continua?i pulverizarea pân? ce se elimin? doar gazul propulsor curat. Nu con?ine freoni.","5-10 minute uscare rapid? la atingere (timpul de uscare depinde de temperatura mediului, de umiditatea aerului ?i de grosimea stratului aplicat).","La temperaturi cuprinse între 5°-35°C, ferit de razele directe ale soarelui, radia?ii ?i electricitate în recipiente bine închise.",133 ml/m²/strat,3 m²/400ml/strat,"1 strat OSKAR Grund Lemn (pentru suprafe?ele din lemn)
2-3 straturi finisaj OSKAR Super Matt",,OSKAR Spray Super Matt: https://www.oskarvopsea.ro/kentico/getmedia/9cd56b7d-3cba-4e36-8550-afc9369f4830/Oskar-Super-Matt-spray_1.pdf?ext=.pdf,,https://www.oskarvopsea.ro/ro-ro/products/OSKAR-Super-Matt
,OSKAR Chalk & Vintage Effect,OSKAR Chalk&Vintage Effect,https://www.oskarvopsea.ro/kentico/getmedia/319501fd-db2d-4ca0-8a2d-cb97df186693/OSKAR-CHALK-VINTAGE-EFFECT-GREEK-BLUE-400ML_5946062023425_11.png,"Vopsea spray cu finisaj cretat, vintage, foarte la mod?","Efect cretat / Chalky finish
Miros redus
Uscare rapid?: 5-10 minute","CHARCOAL, PURE White, CLOUDY White, CREAM, DOLPHIN Grey, ENGLISH Manor, MOROCCAN Turquoise, DIRTY Lilac, BUDAPEST Pink, VANILLA, GREEK Blue, MATTE Varnish",0.4L,,"Email acrilic, cu finisaj mat catifelat, destinat proiectelor de decorare creativ?: obiectele vechi cap?t? un aspect modern, iar cele noi cap?t? un aspect uzat, vintage, foarte la mod?. Ideal pentru lemn ?i metal.","Suprafe?ele metalice: se cur??? de rugin?/vopsea decojit? prin periere, ?lefuire sau sablare ?i se degreseaz? cu diluant PPG.
Suprafe?ele din lemn nou: se ?lefuiesc, se cur??? de praf ?i se grunduiesc cu OSKAR Grund pentru Lemn.",,"Înainte de utilizare, agita?i bine tubul de spray (cca 3 min) ?i efectua?i o prob? de aplicare pe o suprafa?? de testare. Începe?i pulverizarea în afara obiectului ?i termina?i-o tot în afara acestuia.
Spraya?i cu vitez? constant?, ?inând tubul la cca 15-20 cm distan?? ?i paralel fa?? de suprafa?a suport. Pentru o acoperire complet? ?i omogen?, aplica?i vopseaua în straturi sub?iri, cât mai uniform, astfel încât zonele aplicate s? se intersecteze/suprapun?.
Agita?i tubul dup? aplicarea fiec?rui strat.
La final, pentru cur??irea capului de pulverizare, r?sturna?i tubul ?i continua?i pulverizarea pân? ce se elimin? doar gazul propulsor curat. Nu con?ine freoni.
Pentru a ob?ine aspectul uzat perfect, când suprafa?a e uscat?, ?lefui?i unele zone aplicate utilizând un ?mirghel.
Pentru suprafe?ele mici, utiliza?i duza alb? (de la o distan?? de 10 cm) care este deja ata?at? tubului. Pentru suprafe?ele mari, utiliza?i duza neagr? (de la o distan?? de 15 cm) pe care o g?si?i ata?at? de capac.
Pentru a asigura extra protec?ie, la final, aplica?i un strat de lac transparent OSKAR Chalk&Vintage Effect Lac Transparent.","5-10 minute uscare rapid? la atingere (timpul de uscare depinde de temperatura mediului, de umiditatea aerului ?i de grosimea stratului aplicat).","La temperaturi cuprinse între 5°-35°C, ferit de razele directe ale soarelui, radia?ii ?i electricitate în recipiente bine închise.",100 ml/m²/strat,4 m²/400ml/strat,"1 strat OSKAR Grund Lemn (pentru suprafe?ele din lemn)
2-3 straturi finisaj OSKAR Chalk&Vintage Effect",,OSKAR Chalk&Vintage Effect: https://www.oskarvopsea.ro/kentico/getmedia/73719411-1f60-406e-bb32-8a17d013dc1c/Oskar-Chalk-Vintage-Effect-spray_1.pdf?ext=.pdf,,https://www.oskarvopsea.ro/ro-ro/products/OSKAR-Chalk-Vintage-Effect
,OSKAR Metallic Effect Gloss,OSKAR Metallic Effect Lucios,https://www.oskarvopsea.ro/kentico/getmedia/8895306b-554d-441b-b98c-793b0ecd4806/OSR837_OSK-Metallic-Effect-LUCIOS-Argintiu_1.png,"Vopsea spray cu efect metalic, lucios","Aspect metalic, cromat
Uscare rapid?","ARGINTIU, AURIU",0.4L,,"Email acrilic cu aspect metalic lucios, cromat, destinat decorarii si protejarii suprafetelor interioare din lemn sau metal.","Suprafe?ele metalice: se cur??? de rugin?/vopsea decojit? prin periere, ?lefuire sau sablare ?i se degreseaz? cu diluant PPG.
Suprafe?ele din lemn nou: se ?lefuiesc, se cur??? de praf ?i se grunduiesc cu OSKAR Grund pentru Lemn.",,"Înainte de utilizare, agita?i bine tubul de spray (cca 3 min) ?i efectua?i o prob? de aplicare pe o suprafa?? de testare. Începe?i pulverizarea în afara obiectului ?i termina?i-o tot în afara acestuia.
Spraya?i cu vitez? constant?, ?inând tubul la cca 30 cm distan?? ?i paralel fa?? de suprafa?a suport. Pentru o acoperire complet? ?i omogen?, aplica?i vopseaua în straturi sub?iri, cât mai uniform, astfel încât zonele aplicate s? se intersecteze/suprapun?. Temperatura ambientala optima pentru aplicare este intre 20°C si 25°C.
Agita?i tubul dup? aplicarea fiec?rui strat.
La final, pentru cur??area capului de pulverizare, r?sturna?i tubul ?i continua?i pulverizarea pân? ce se elimin? doar gazul propulsor curat. Nu con?ine freoni.","5-10 minute uscare rapid? la atingere (timpul de uscare depinde de temperatura mediului, de umiditatea aerului ?i de grosimea stratului aplicat).","La temperaturi cuprinse între 5°-35°C, ferit de razele directe ale soarelui, radia?ii ?i electricitate în recipiente bine închise.",200 ml/m²/strat,2 m²/400ml/strat,"1 strat OSKAR Grund Lemn (pentru suprafe?ele din lemn)
2-3 straturi finisaj OSKAR Metallic Effect Lucios",,OSKAR Metallic Effect Lucios: https://www.oskarvopsea.ro/kentico/getmedia/ad135d6a-dde2-4df9-8467-23604f8c6693/OSKAR-Metallic-Effect-Lucios-spray.pdf?ext=.pdf,,https://www.oskarvopsea.ro/ro-ro/products/OSKAR-Metallic-Effect-Lucios
,OSKAR Metallic Effect Matt,OSKAR Metallic Effect Mat,https://www.oskarvopsea.ro/kentico/getmedia/55d65e13-e0f0-47f3-b1cf-813728d76d59/OSR837_OSK-Metallic-Effect-MAT-Argintiu_1.png,"Vopsea spray cu efect metalic, mat","Aspect metalic, mat
Uscare rapid?
Rezisten?? la intemperii","ARGINTIU, AURIU",0.4L,,"Email acrilic cu aspect metalic mat, destinat decorarii si protejarii suprafetelor interioare din lemn sau metal.","Suprafe?ele metalice: se cur??? de rugin?/vopsea decojit? prin periere, ?lefuire sau sablare ?i se degreseaz? cu diluant PPG.
Suprafe?ele din lemn nou: se ?lefuiesc, se cur??? de praf ?i se grunduiesc cu OSKAR Grund pentru Lemn.",,"Înainte de utilizare, agita?i bine tubul de spray (cca 3 min) ?i efectua?i o prob? de aplicare pe o suprafa?? de testare. Începe?i pulverizarea în afara obiectului ?i termina?i-o tot în afara acestuia.
Spraya?i cu vitez? constant?, ?inând tubul la cca 10-15 cm distan?? ?i paralel fa?? de suprafa?a suport. Pentru o acoperire complet? ?i omogen?, aplica?i vopseaua în straturi sub?iri, cât mai uniform, astfel încât zonele aplicate s? se intersecteze/suprapun?. Temperatura ambientala optima pentru aplicare este intre 20°C si 25°C.
Agita?i tubul dup? aplicarea fiec?rui strat.
La final, pentru cur??area capului de pulverizare, r?sturna?i tubul ?i continua?i pulverizarea pân? ce se elimin? doar gazul propulsor curat. Nu con?ine freoni.
Pentru suprafe?ele mici, utiliza?i duza alb? (de la o distan?? de 10 cm) care este deja ata?at? tubului. Pentru suprafe?ele mari, utiliza?i duza neagra (de la o distan?? de 15 cm) pe care o g?si?i ata?at? de capac..","5-10 minute uscare rapid? la atingere (timpul de uscare depinde de temperatura mediului, de umiditatea aerului ?i de grosimea stratului aplicat).","La temperaturi cuprinse între 5°-35°C, ferit de razele directe ale soarelui, radia?ii ?i electricitate în recipiente bine închise.",100 ml/m²/strat,4 m²/400ml/strat,"1 strat OSKAR Grund Lemn (pentru suprafe?ele din lemn)
2-3 straturi finisaj OSKAR Metallic Effect Mat",,OSKAR Metallic Effect Mat: https://www.oskarvopsea.ro/kentico/getmedia/2a0776d6-1f86-4524-a963-eac43b9b3f4a/OSKAR-Metallic-Effect-Mat-spray.pdf?ext=.pdf,,https://www.oskarvopsea.ro/ro-ro/products/OSKAR-Metallic-Effect-Mat
